,lr_mean,train0_dice_DSC0,train0_dice_DSC1,train0_dice_DSC2,train0_dice_DSC3,train0_dice_DSC_mean,total_loss_mean,sup_loss_mean,reg_loss_mean,rein_loss_mean,weight_mean,consweight_mean,val_mean_non_conn_mean,val_mean_non_conv_mean,val_c0non_con_mean,train_c0non_con_mean,val_c1non_con_mean,train_c1non_con_mean,val_c2non_con_mean,train_c2non_con_mean,val0_dice_DSC0,val0_dice_DSC1,val0_dice_DSC2,val0_dice_DSC3,val0_dice_DSC_mean,ensemble_dice_DSC0,ensemble_dice_DSC1,ensemble_dice_DSC2,ensemble_dice_DSC3,ensemble_dice_DSC_mean
0,1e-05,0.36519962549209595,0.04570217430591583,0.03732579946517944,0.04505350440740585,0.042693826059500374,0.4069455002248287,0.4069455002248287,0.002101464289007708,0.3555280958116052,0.0,0.0,tensor(0.9993),tensor([0.]),tensor(0.9989),tensor(0.9989),tensor(0.9996),tensor(0.9995),tensor(0.9994),tensor(0.9994),0.36982622742652893,0.035426124930381775,0.03871507942676544,0.04239899665117264,0.03884673366943995,0.36982622742652893,0.035426124930381775,0.03871507942676544,0.04239899665117264,0.03884673366943995
